id,nombre,precio,descripcion
151,cerdo congelado,13962,carne congelada
321,esparragos frasco,9752,verdura en conserva
267,pollo,6605,carne
210,pantalla lisa,7658,pantalla de luz
388,hamburguesa de vacuno,8376,hamburguesa
15,durazno,13302,frutas
107,esparragos frasco,7134,verdura en conserva
222,vestido,10689,ropa
344,pantalla para colgar,11629,pantalla de luz
355,mix de frutas en conserva,12120,fruta en conserva
258,chaqueta,13813,ropa
148,palta,9424,verduras
211,hamburguesa de quinoa,13949,hamburguesa
163,carne molida,7134,carne congelada
355,mix de frutas en conserva,12120,fruta en conserva
237,marraqueta,6179,pan
270,hamburguesa de verduras,12794,hamburguesa
95,esparragos frasco,9882,verdura en conserva
62, frutillas en conserva,6958,fruta en conserva
353,pavo congelado,7137,carne congelada
309,carne molida,5014,carne congelada
165,camiseta,10613,ropa
278,camiseta,9381,ropa
352,mix de frutas en conserva,14348,fruta en conserva
37,cerdo,13208,carne
123,choclo congelado,14418,verduras congeladas
338,mix de frutas en conserva,10464,fruta en conserva
413,durazno en conserva,12428,fruta en conserva
247,poleron,12512,ropa
248,pantalla para colgar,8944,pantalla de luz
111,lechuga,8330,verduras
81,hamburguesa de vacuno,8644,hamburguesa
55,mouse,6334,producto tecnologico
283,telefono,12515,producto tecnologico
33, frutillas en conserva,9530,fruta en conserva
36,lenguado,12514,pescado congelado
142,mix de frutas en conserva,5219,fruta en conserva
301,carne molida,6414,carne congelada
409,pantalla lineas,12158,pantalla de luz
16,hamburguesa de quinoa,5914,hamburguesa
287,carne molida,14751,carne congelada
26,manzana,7438,frutas
56,lenguado,5173,pescado congelado
89,pantalla lineas,6647,pantalla de luz
120,marraqueta,13520,pan
300,durazno en conserva,5467,fruta en conserva
208,telefono,9760,producto tecnologico
231,jeans,13914,ropa
398,pantalla papel,14579,pantalla de luz
53,durazno,5640,frutas
184,hamburguesa de vacuno,6871,hamburguesa
13,esparragos frasco,14537,verdura en conserva
82,durazno,9861,frutas
75,lechuga,7914,verduras
175,hallulla,11970,pan
371,marraqueta,11380,pan
18,palta,14117,verduras
209,televisor,10968,producto tecnologico
381,pantalla para colgar,8882,pantalla de luz
214,cerdo,6063,carne
331,lenguado,6376,pescado congelado
131,cerdo congelado,8452,carne congelada
416,esparragos frasco,6807,verdura en conserva
379,hamburguesa de vacuno,11754,hamburguesa
174,vacuno,14113,carne
68,camisa,5009,ropa
44,lenguado,12660,pescado congelado
37,cerdo,13208,carne
260,limon,10707,verduras
367,teclado,7331,producto tecnologico
167,hamburguesa de vacuno,9224,hamburguesa
113,hamburguesa de verduras,8820,hamburguesa
34,mix de verduras congeladas,13386,verduras congeladas
244,pantalla para colgar,5174,pantalla de luz
355,mix de frutas en conserva,12120,fruta en conserva
329,hallulla,12550,pan
90,mix de verduras congeladas,9916,verduras congeladas
18,palta,14117,verduras
87,teclado,12613,producto tecnologico
34,mix de verduras congeladas,13386,verduras congeladas
129,pan de molde,10062,pan
401,arvejas congeladas,14782,verduras congeladas
272,salmon,6760,pescado congelado
366,pantalla papel,8830,pantalla de luz
357,mouse,14549,producto tecnologico
236,mouse,11941,producto tecnologico
27,hamburguesa de pollo,13436,hamburguesa
42,cerdo,6686,carne
23,arvejas congeladas,12666,verduras congeladas
320,pantalla lineas,8495,pantalla de luz
379,hamburguesa de vacuno,11754,hamburguesa
36,lenguado,12514,pescado congelado
349, frutillas en conserva,7657,fruta en conserva
160,merlusa,10910,pescado congelado
321,esparragos frasco,9752,verdura en conserva
292,vacuno congelado,12122,carne congelada
341,pollo congelado,10534,carne congelada
385,limon,11324,verduras
332,pantalla lisa,7833,pantalla de luz
158,hamburguesa de pollo,10287,hamburguesa
40,pantalla lisa,11843,pantalla de luz
297,pantalla para colgar,6596,pantalla de luz
377,telefono,14256,producto tecnologico
314,pavo congelado,12293,carne congelada
300,durazno en conserva,5467,fruta en conserva
287,carne molida,14751,carne congelada
84,pantalla lisa,14987,pantalla de luz
269,televisor,11826,producto tecnologico
191,marraqueta,6589,pan
19,durazno en conserva,8421,fruta en conserva
286,manzana,13091,frutas
262,lenguado,14080,pescado congelado
75,lechuga,7914,verduras
372,mouse,9082,producto tecnologico
254,kiwi,7974,frutas
89,pantalla lineas,6647,pantalla de luz
197,pantalla papel,10497,pantalla de luz
186,lechuga,13393,verduras
415,pantalla lineas,8289,pantalla de luz
352,mix de frutas en conserva,14348,fruta en conserva
134,jeans,10305,ropa
90,mix de verduras congeladas,9916,verduras congeladas
126,teclado,12241,producto tecnologico
192,telefono,12648,producto tecnologico
285,durazno,13057,frutas
74,pantalla lisa,14478,pantalla de luz
45,salmon,10211,pescado congelado
308,mix de verduras congeladas,6920,verduras congeladas
403,vestido,11750,ropa
121,pan de molde,7108,pan
286,manzana,13091,frutas
11,papaya en conserva,7060,fruta en conserva
322,mix de verduras congeladas,11198,verduras congeladas
31,papaya en conserva,8954,fruta en conserva
226,carne molida,5033,carne congelada
331,lenguado,6376,pescado congelado
234,brocoli,10802,verduras
386,carne molida,7866,carne congelada
327,hallulla,6887,pan
137,jeans,11374,ropa
202,garbanzos en conserva,14323,verdura en conserva
398,pantalla papel,14579,pantalla de luz
159,esparragos frasco,13153,verdura en conserva
104,chaqueta,9435,ropa
26,manzana,7438,frutas
107,esparragos frasco,7134,verdura en conserva
38,cerdo congelado,5036,carne congelada
300,durazno en conserva,5467,fruta en conserva
101,mix de verduras congeladas,8253,verduras congeladas
398,pantalla papel,14579,pantalla de luz
235,vacuno,8664,carne
388,hamburguesa de vacuno,8376,hamburguesa
305,teclado,9834,producto tecnologico
295,manzana,11013,frutas
294,pollo congelado,10551,carne congelada
363,jeans,7348,ropa
340,pantalla para colgar,5107,pantalla de luz
197,pantalla papel,10497,pantalla de luz
178,manzana,13975,frutas
303,pantalla lisa,14182,pantalla de luz
302,teclado,8227,producto tecnologico
200,hamburguesa de verduras,5681,hamburguesa
206,lenguado,8200,pescado congelado
163,carne molida,7134,carne congelada
35,hamburguesa de vacuno,13174,hamburguesa
88,mouse,12978,producto tecnologico
44,lenguado,12660,pescado congelado
245,pantalla lisa,6627,pantalla de luz
99,arvejas congeladas,12265,verduras congeladas
375,pollo congelado,7447,carne congelada
394,limon,5808,verduras
25,lechuga,7704,verduras
284,marraqueta,14433,pan
94,pollo congelado,6136,carne congelada
56,lenguado,5173,pescado congelado
297,pantalla para colgar,6596,pantalla de luz
157,hamburguesa de pollo,14465,hamburguesa
182,manzana,14158,frutas
12,mix de frutas en conserva,9432,fruta en conserva
199,garbanzos en conserva,9115,verdura en conserva
228, frutillas en conserva,13599,fruta en conserva
45,salmon,10211,pescado congelado
16,hamburguesa de quinoa,5914,hamburguesa
33, frutillas en conserva,9530,fruta en conserva
390,vacuno congelado,12201,carne congelada
123,choclo congelado,14418,verduras congeladas
354,pollo congelado,8252,carne congelada
275,pantalla lisa,13875,pantalla de luz
230,pantalla para colgar,5925,pantalla de luz
143,vacuno,13742,carne
239,merlusa,8602,pescado congelado
52,manzana,7327,frutas
382,kiwi,10967,frutas
88,mouse,12978,producto tecnologico
210,pantalla lisa,7658,pantalla de luz
325,cerdo congelado,8676,carne congelada
264,hamburguesa de vacuno,14847,hamburguesa
169,hallulla,12245,pan
299,arvejas congeladas,7343,verduras congeladas
313,platano,12727,frutas
244,pantalla para colgar,5174,pantalla de luz
66,vacuno congelado,12014,carne congelada
84,pantalla lisa,14987,pantalla de luz
106,pantalla papel,8041,pantalla de luz
38,cerdo congelado,5036,carne congelada
6,marraqueta,7830,pan
243,choclo congelado,6481,verduras congeladas
235,vacuno,8664,carne
14,durazno en conserva,8285,fruta en conserva
218,hamburguesa de pollo,8248,hamburguesa
12,mix de frutas en conserva,9432,fruta en conserva
226,carne molida,5033,carne congelada
75,lechuga,7914,verduras
62, frutillas en conserva,6958,fruta en conserva
65,hamburguesa de verduras,7556,hamburguesa
279,merlusa,9334,pescado congelado
172,polera,11996,ropa
67,limon,13531,verduras
410,salmon,12879,pescado congelado
185,cerdo,12579,carne
346,porotos congelados,7726,verduras congeladas
218,hamburguesa de pollo,8248,hamburguesa
92,garbanzos en conserva,11554,verdura en conserva
312,pantalla papel,6898,pantalla de luz
236,mouse,11941,producto tecnologico
44,lenguado,12660,pescado congelado
89,pantalla lineas,6647,pantalla de luz
27,hamburguesa de pollo,13436,hamburguesa
25,lechuga,7704,verduras
158,hamburguesa de pollo,10287,hamburguesa
9,hamburguesa de verduras,11678,hamburguesa
239,merlusa,8602,pescado congelado
127,pan de molde,9653,pan
211,hamburguesa de quinoa,13949,hamburguesa
226,carne molida,5033,carne congelada
395,choclo en conserva,11836,verdura en conserva
335,pan de molde,7937,pan
170,mix de verduras congeladas,7212,verduras congeladas
8,pantalla papel,5556,pantalla de luz
383,hamburguesa de verduras,9105,hamburguesa
94,pollo congelado,6136,carne congelada
113,hamburguesa de verduras,8820,hamburguesa
69,teclado,11714,producto tecnologico
262,lenguado,14080,pescado congelado
140,teclado,6971,producto tecnologico
191,marraqueta,6589,pan
305,teclado,9834,producto tecnologico
156,hallulla,11210,pan
24,teclado,9510,producto tecnologico
98,teclado,5890,producto tecnologico
179,teclado,12795,producto tecnologico
59,durazno en conserva,5186,fruta en conserva
248,pantalla para colgar,8944,pantalla de luz
271,televisor,9188,producto tecnologico
177,hamburguesa de pollo,6480,hamburguesa
314,pavo congelado,12293,carne congelada
347,salmon,5361,pescado congelado
165,camiseta,10613,ropa
32,pantalla para colgar,6200,pantalla de luz
1,mix de frutas en conserva,10730,fruta en conserva
316,vacuno,13806,carne
73,pantalla lineas,8949,pantalla de luz
371,marraqueta,11380,pan
44,lenguado,12660,pescado congelado
333,pantalla lineas,6062,pantalla de luz
52,manzana,7327,frutas
239,merlusa,8602,pescado congelado
330,cerdo,7094,carne
163,carne molida,7134,carne congelada
278,camiseta,9381,ropa
108,pantalla papel,14454,pantalla de luz
65,hamburguesa de verduras,7556,hamburguesa
58,hamburguesa de vacuno,5337,hamburguesa
149,pan de molde,13136,pan
417,pollo,10015,carne
111,lechuga,8330,verduras
316,vacuno,13806,carne
350,brocoli,7862,verduras
293,vacuno congelado,7891,carne congelada
184,hamburguesa de vacuno,6871,hamburguesa
386,carne molida,7866,carne congelada
134,jeans,10305,ropa
253,platano,14191,frutas
238,reineta,10784,pescado congelado
126,teclado,12241,producto tecnologico
120,marraqueta,13520,pan
309,carne molida,5014,carne congelada
360,pantalla papel,11751,pantalla de luz
38,cerdo congelado,5036,carne congelada
247,poleron,12512,ropa
39,merlusa,10053,pescado congelado
24,teclado,9510,producto tecnologico
364,mouse,11097,producto tecnologico
355,mix de frutas en conserva,12120,fruta en conserva
332,pantalla lisa,7833,pantalla de luz
395,choclo en conserva,11836,verdura en conserva
117,telefono,6853,producto tecnologico
253,platano,14191,frutas
48,cerdo,13194,carne
256,porotos congelados,14619,verduras congeladas
403,vestido,11750,ropa
343,choclo en conserva,12429,verdura en conserva
74,pantalla lisa,14478,pantalla de luz
229,merlusa,8380,pescado congelado
152,lenguado,13791,pescado congelado
264,hamburguesa de vacuno,14847,hamburguesa
293,vacuno congelado,7891,carne congelada
43,telefono,12517,producto tecnologico
72,camisa,9228,ropa
45,salmon,10211,pescado congelado
246,pollo,9006,carne
294,pollo congelado,10551,carne congelada
51,limon,10356,verduras
295,manzana,11013,frutas
391,choclo en conserva,8087,verdura en conserva
349, frutillas en conserva,7657,fruta en conserva
278,camiseta,9381,ropa
411,durazno,11230,frutas
126,teclado,12241,producto tecnologico
214,cerdo,6063,carne
166,reineta,12040,pescado congelado
255,vacuno congelado,5421,carne congelada
35,hamburguesa de vacuno,13174,hamburguesa
93,pan de molde,11181,pan
348,mouse,14046,producto tecnologico
379,hamburguesa de vacuno,11754,hamburguesa
62, frutillas en conserva,6958,fruta en conserva
90,mix de verduras congeladas,9916,verduras congeladas
387,lenguado,6433,pescado congelado
49,televisor,11837,producto tecnologico
77,hallulla,14637,pan
400,mix de verduras congeladas,13648,verduras congeladas
263,pantalla papel,14631,pantalla de luz
127,pan de molde,9653,pan
47,jeans,10242,ropa
28,cerdo,12064,carne
86,televisor,13862,producto tecnologico
371,marraqueta,11380,pan
158,hamburguesa de pollo,10287,hamburguesa
226,carne molida,5033,carne congelada
256,porotos congelados,14619,verduras congeladas
254,kiwi,7974,frutas
155,vestido,12164,ropa
410,salmon,12879,pescado congelado
228, frutillas en conserva,13599,fruta en conserva
282,salmon,11494,pescado congelado
257,pantalon,12445,ropa
220,manzana,11649,frutas
375,pollo congelado,7447,carne congelada
343,choclo en conserva,12429,verdura en conserva
216,pera,14400,frutas
59,durazno en conserva,5186,fruta en conserva
282,salmon,11494,pescado congelado
300,durazno en conserva,5467,fruta en conserva
401,arvejas congeladas,14782,verduras congeladas
229,merlusa,8380,pescado congelado
124,garbanzos en conserva,11677,verdura en conserva
52,manzana,7327,frutas
410,salmon,12879,pescado congelado
204,durazno,7673,frutas
220,manzana,11649,frutas
270,hamburguesa de verduras,12794,hamburguesa
170,mix de verduras congeladas,7212,verduras congeladas
9,hamburguesa de verduras,11678,hamburguesa
309,carne molida,5014,carne congelada
357,mouse,14549,producto tecnologico
277,limon,7442,verduras
227,arvejas en conserva,13905,verdura en conserva
398,pantalla papel,14579,pantalla de luz
372,mouse,9082,producto tecnologico
258,chaqueta,13813,ropa
296,salmon,9495,pescado congelado
217,pollo,13965,carne
182,manzana,14158,frutas
261,palta,13207,verduras
16,hamburguesa de quinoa,5914,hamburguesa
392,arvejas en conserva,13884,verdura en conserva
202,garbanzos en conserva,14323,verdura en conserva
383,hamburguesa de verduras,9105,hamburguesa
394,limon,5808,verduras
372,mouse,9082,producto tecnologico
148,palta,9424,verduras
124,garbanzos en conserva,11677,verdura en conserva
45,salmon,10211,pescado congelado
76,manzana,9326,frutas
71,papaya en conserva,14577,fruta en conserva
244,pantalla para colgar,5174,pantalla de luz
356,kiwi,14585,frutas
345,hamburguesa de verduras,12480,hamburguesa
12,mix de frutas en conserva,9432,fruta en conserva
111,lechuga,8330,verduras
395,choclo en conserva,11836,verdura en conserva
370,pera,14775,frutas
334,pantalla lineas,9860,pantalla de luz
415,pantalla lineas,8289,pantalla de luz
34,mix de verduras congeladas,13386,verduras congeladas
344,pantalla para colgar,11629,pantalla de luz
103,hamburguesa de vacuno,11871,hamburguesa
147,arvejas en conserva,10396,verdura en conserva
5,mix de verduras congeladas,11791,verduras congeladas
80,pera,11624,frutas
178,manzana,13975,frutas
136,pollo,8650,carne
77,hallulla,14637,pan
85,salmon,9211,pescado congelado
300,durazno en conserva,5467,fruta en conserva
167,hamburguesa de vacuno,9224,hamburguesa
64,marraqueta,11303,pan
417,pollo,10015,carne
222,vestido,10689,ropa
41,hamburguesa de verduras,13789,hamburguesa
300,durazno en conserva,5467,fruta en conserva
358,platano,10315,frutas
0,merlusa,8706,pescado congelado
102,televisor,5303,producto tecnologico
233,cerdo congelado,7670,carne congelada
352,mix de frutas en conserva,14348,fruta en conserva
252,pavo congelado,6840,carne congelada
193,reineta,12780,pescado congelado
219,papaya en conserva,13561,fruta en conserva
398,pantalla papel,14579,pantalla de luz
125,teclado,6734,producto tecnologico
309,carne molida,5014,carne congelada
402,salmon,6712,pescado congelado
191,marraqueta,6589,pan
121,pan de molde,7108,pan
245,pantalla lisa,6627,pantalla de luz
102,televisor,5303,producto tecnologico
143,vacuno,13742,carne
313,platano,12727,frutas
63,arvejas congeladas,14607,verduras congeladas
55,mouse,6334,producto tecnologico
277,limon,7442,verduras
165,camiseta,10613,ropa
141,mix de frutas en conserva,6583,fruta en conserva
314,pavo congelado,12293,carne congelada
143,vacuno,13742,carne
191,marraqueta,6589,pan
404,mix de verduras congeladas,14681,verduras congeladas
261,palta,13207,verduras
248,pantalla para colgar,8944,pantalla de luz
119,hamburguesa de vacuno,12701,hamburguesa
27,hamburguesa de pollo,13436,hamburguesa
234,brocoli,10802,verduras
348,mouse,14046,producto tecnologico
147,arvejas en conserva,10396,verdura en conserva
255,vacuno congelado,5421,carne congelada
315,pantalla lisa,13048,pantalla de luz
12,mix de frutas en conserva,9432,fruta en conserva
69,teclado,11714,producto tecnologico
80,pera,11624,frutas
233,cerdo congelado,7670,carne congelada
76,manzana,9326,frutas
258,chaqueta,13813,ropa
319,vacuno,13414,carne
395,choclo en conserva,11836,verdura en conserva
130,hamburguesa de verduras,11010,hamburguesa
105,hamburguesa de vacuno,14223,hamburguesa
339,telefono,5181,producto tecnologico
77,hallulla,14637,pan
353,pavo congelado,7137,carne congelada
351,vacuno congelado,11224,carne congelada
211,hamburguesa de quinoa,13949,hamburguesa
158,hamburguesa de pollo,10287,hamburguesa
186,lechuga,13393,verduras
173,porotos congelados,14661,verduras congeladas
155,vestido,12164,ropa
362,pavo congelado,12446,carne congelada
190,pantalla papel,14669,pantalla de luz
155,vestido,12164,ropa
42,cerdo,6686,carne
62, frutillas en conserva,6958,fruta en conserva
324,poleron,6437,ropa
274,pera,11410,frutas
85,salmon,9211,pescado congelado
88,mouse,12978,producto tecnologico
109,brocoli,7370,verduras
148,palta,9424,verduras
2,pantalla lisa,5609,pantalla de luz
181,hamburguesa de verduras,5304,hamburguesa
41,hamburguesa de verduras,13789,hamburguesa
220,manzana,11649,frutas
416,esparragos frasco,6807,verdura en conserva
279,merlusa,9334,pescado congelado
403,vestido,11750,ropa
246,pollo,9006,carne
401,arvejas congeladas,14782,verduras congeladas
105,hamburguesa de vacuno,14223,hamburguesa
124,garbanzos en conserva,11677,verdura en conserva
178,manzana,13975,frutas
394,limon,5808,verduras
89,pantalla lineas,6647,pantalla de luz
399,mouse,14474,producto tecnologico
70,vacuno congelado,14623,carne congelada
158,hamburguesa de pollo,10287,hamburguesa
414,pantalla lineas,11871,pantalla de luz
104,chaqueta,9435,ropa
338,mix de frutas en conserva,10464,fruta en conserva
246,pollo,9006,carne
34,mix de verduras congeladas,13386,verduras congeladas
89,pantalla lineas,6647,pantalla de luz
235,vacuno,8664,carne
101,mix de verduras congeladas,8253,verduras congeladas
247,poleron,12512,ropa
115, frutillas en conserva,9542,fruta en conserva
417,pollo,10015,carne
295,manzana,11013,frutas
